age,birthdate,birthplace,category,hand,height,id,links,name,nationality,photo_url,points,ranking,short_name,side,updated_at,url
33,1993-03-10,Querétaro,men,,189,633,,Raul Mendez Carranco,MX,,0,2731,Mendez,backhand,2026-06-26T04:01:38+02:00,
21,2005-02-16,Villena,men,,170,323,,Raul Peralta Corredor,ES,,20,912,Peralta,backhand,2026-07-13T14:00:38+02:00,
37,1989-05-04,,men,,,59,,Raul Rosas,MX,,13,1148,Rosas,,2026-07-13T14:00:41+02:00,
24,2002-02-03,,men,,,307,,Rayan Abdulla Aljufairi,QA,,36,632,Abdulla,,2026-07-13T14:00:31+02:00,
27,1998-11-23,,men,,,1971,,Rayane Akram Hamou,DZ,,82,403,Akram,,2026-07-13T14:00:26+02:00,
35,1990-12-21,,men,,,1640,,Rayan Ghozael,SN,,8,1474,Ghozael,,2026-07-13T14:00:45+02:00,
27,1999-05-07,Chaco,men,,174,262,,Relis Ferreyra,AR,,91,371,Ferreyra,drive,2026-07-13T14:00:26+02:00,
40,1986-06-30,,men,,,2304,,Remy Gourre,FR,,11,1253,Gourre,,2026-07-13T14:00:43+02:00,
19,2006-10-25,,men,,,1563,,Renan Lobo Bosco,BR,,13,1148,Lobo,,2026-07-13T14:00:42+02:00,
19,2006-07-30,Resistencia,men,,180,382,,Renzo Gabriel Nuñez,AR,,486,116,Nuñez,backhand,2026-07-13T14:00:19+02:00,
38,1988-06-24,Yecla,men,,182,315,,Ricardo Martinez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/ricardo-martinez.webp,16,1008,Martinez,backhand,2026-07-13T14:00:39+02:00,
34,1991-08-27,,men,,,1921,,Ricardo Martins,PT,,84,394,Martins,,2026-07-13T14:00:26+02:00,
35,1990-09-12,Genova,men,,178,283,,Riccardo Sinicropi,IT,https://storage.googleapis.com/fantasypadeltour/player-api/riccardo-sinicropi.webp,127,302,Sinicropi,drive,2026-07-13T14:00:24+02:00,
31,1994-09-02,,men,,,1736,,Richard Ashforth,ZA,,19,934,Ashforth,,2026-07-13T14:00:38+02:00,
18,2007-10-01,,men,,,2133,,Rio Hanif,GB,,14,1100,Hanif,,2026-07-13T14:00:41+02:00,
27,1999-06-15,,men,,,2479,,Robbie Thompson,GB,,1,3216,Thompson,,2026-07-13T14:00:56+02:00,
35,1990-11-02,,men,,,2116,,Robert Coman,RO,,11,1253,Coman,,2026-07-13T14:00:42+02:00,
49,1977-04-11,,men,,,1501,,Robert Daley,AU,,14,1100,Daley,,2026-07-13T14:00:41+02:00,
29,1997-05-04,,men,,,2117,,Robert Florin Popescu,RO,,13,1148,Florin,,2026-07-13T14:00:41+02:00,
30,1995-08-08,,men,,,2259,,Robert Moore,HK,,27,765,Moore,,2026-07-15T20:00:12+02:00,
23,2003-04-27,Madrid,men,,173,116,,Roberto Belmont Pastor,ES,https://storage.googleapis.com/fantasypadeltour/player-api/roberto-belmont-pastor.webp,554,105,Belmont,backhand,2026-07-14T08:05:02+02:00,
40,1985-11-25,Caracas,men,,172,271,,Roberto Rodriguez Alonso,ES,,14,1100,Rodriguez,drive,2026-07-13T14:00:41+02:00,
36,1989-08-09,Utrecht,men,,190,2554,,Robin Sietsma,NL,,15,1052,Sietsma,drive,2026-07-13T14:00:40+02:00,
,,,men,,,2386,,Roby Gattiker,AR,,,,Gattiker,,2026-07-09T16:00:02+02:00,
26,2000-05-12,,men,,,1291,,Rodion Pak,KZ,,53,507,Pak,,2026-07-13T14:00:28+02:00,
18,2008-03-22,,men,,,945,,Rodolfo Perez Bravo,MX,,0,3241,Perez,,2026-07-13T14:01:00+02:00,
22,2004-05-05,Valladolid,men,right,181,147,,Rodrigo Coello Manso,ES,,563,104,Coello,drive,2026-07-13T14:00:19+02:00,https://fantasypadeltour.com/rankings/168/rodrigo-coello-manso
24,2001-09-12,León,men,,182,1441,,Rodrigo Lopez Santin,ES,,26,787,Lopez,backhand,2026-07-13T14:00:35+02:00,
20,2006-01-11,Burgos,men,,191,1974,,Rodrigo Manrique Nuño,ES,,118,316,Manrique,backhand,2026-07-13T14:00:24+02:00,
29,1997-04-29,Mataró,men,,180,355,,Roger Aromi Siquier,ES,https://storage.googleapis.com/fantasypadeltour/player-api/roger-aromi-siquier.webp,26,787,Aromi,drive,2026-07-13T14:00:35+02:00,
30,1995-11-09,,men,,,1591,,Rogrigo Tornelli Contreras,ES,,48,528,Tornelli,,2026-07-13T14:00:29+02:00,
35,1990-09-24,,men,,,1349,,Romain Sichez,FR,,105,343,Sichez,,2026-07-13T14:00:25+02:00,
27,1999-05-08,,men,,,2449,,Ron Kester Ako Annan,GH,,15,1052,Kester,,2026-07-13T14:00:40+02:00,
37,1989-05-26,,men,,,1477,,Ross Taylor,AU,,13,1148,Taylor,,2026-07-13T14:00:42+02:00,
20,2006-01-02,,men,,,2047,,Ruben Fernandez Sansano,ES,,126,303,Fernandez,,2026-07-13T14:00:24+02:00,
35,1990-07-29,Barcelona,men,,182,257,,Ruben Rivera,ES,https://storage.googleapis.com/fantasypadeltour/player-api/ruben-rivera.webp,0,2731,Rivera,backhand,2026-07-07T00:03:09+02:00,
33,1992-09-17,,men,,,2327,,Ruobing Zhang,CN,,0,3241,Zhang,,2026-07-13T14:00:56+02:00,
19,2006-10-16,,men,,,1980,,Ryan Rymarczyk,PL,,25,800,Rymarczyk,,2026-07-13T14:00:36+02:00,
31,1995-02-18,,men,,,1864,,Ryosuke Gomi,JP,,27,765,Gomi,,2026-07-13T14:00:35+02:00,
15,2011-03-31,,men,,,1903,,Sacha Huard De La Marre,FR,,30,719,Huard,,2026-07-13T14:00:34+02:00,
23,2003-03-09,,men,,,2280,,Saeed Alketbi,AE,,11,1253,Alketbi,,2026-07-13T14:00:43+02:00,
27,1998-11-01,,men,,,1775,,Sahil Kaushal,IN,,11,1253,Kaushal,,2026-07-13T14:00:42+02:00,
17,2008-12-03,,men,,,1512,,Saif Kalawy,EG,,15,1052,Kalawy,,2026-07-13T14:00:40+02:00,
35,1991-02-18,,men,,,1645,,Saleh Sadry Salah,ZZ,,18,959,Sadry,,2026-07-13T14:00:38+02:00,
18,2008-03-03,,men,,,1229,,Salvador Ferreira Nunes Foios Simões,PT,,118,316,Ferreira,,2026-07-13T14:00:24+02:00,
29,1996-10-01,Valencia,men,right,180,211,,Salvador Oria,ES,https://storage.googleapis.com/fantasypadeltour/player-api/salvador-oria.webp,714,93,Oria,drive,2026-07-13T14:00:19+02:00,https://fantasypadeltour.com/rankings/41/salvador-oria
20,2005-10-27,,men,,,1787,,Samar Malhotra,IN,,13,1148,Malhotra,,2026-07-13T14:00:41+02:00,
36,1989-10-14,,men,,,1336,,Sam Ashenden,AU,,17,983,Ashenden,,2026-07-13T14:00:39+02:00,
,,,men,,,2481,,Sam Bothwell,IE,,8,1474,Bothwell,,2026-07-13T14:00:45+02:00,
35,1991-03-02,,men,,,2443,,Samir Wazni,SN,,12,1231,Wazni,,2026-07-13T14:00:42+02:00,
34,1992-04-12,,men,,,2172,,Sam Macneil,GB,,30,719,Macneil,,2026-07-13T14:00:34+02:00,
26,2000-04-10,,men,,,1593,,Samuel Alos Boal,ES,,69,441,Alos,,2026-07-13T14:00:27+02:00,
15,2011-02-02,,men,,,2078,,Samuel Delgado Blazquez,ES,,9,1406,Delgado,,2026-07-13T14:00:44+02:00,
26,1999-12-27,London,men,,180,631,,Samuel Jones,GB,https://storage.googleapis.com/fantasypadeltour/player-api/samuel-jones.webp,36,632,Jones,drive,2026-07-15T16:03:48+02:00,
19,2006-08-18,,men,,,2260,,Samuel Martinez Soriano,ES,,35,649,Martinez,,2026-07-15T20:00:15+02:00,
21,2005-06-21,,men,,,907,,Samuel Pontes,ES,,27,765,Pontes,,2026-07-13T14:00:35+02:00,
17,2008-11-16,Salamanca,men,,175,177,,Samuel Rivas Garcia,ES,,248,203,Rivas,drive,2026-07-13T14:00:21+02:00,
21,2005-04-18,Asunción,men,,167,1559,,Samuel Rodriguez,PY,,26,787,Rodriguez,backhand,2026-07-13T14:00:35+02:00,
27,1998-11-13,,men,,,1560,,Santiago Alejo Marin,AR,,36,632,Alejo,,2026-07-13T14:00:31+02:00,
16,2010-01-21,Cuernavaca,men,,185,1748,,Santiago Castro Recio,MX,,18,959,Castro,,2026-07-13T14:00:38+02:00,
31,1995-05-21,,men,,,329,,Santiago Frugoni,AR,,0,2731,Frugoni,,2026-07-07T00:04:34+02:00,
43,1983-02-24,,men,,,930,,Santiago Gonzalez,MX,,5,1880,Gonzalez,,2026-07-13T14:00:50+02:00,
19,2006-11-15,Sevilla,men,,181,380,,Santiago Jose Pineda Cabello,ES,,599,103,Pineda,drive,2026-07-15T08:05:02+02:00,
28,1997-09-01,,men,,,1273,,Santiago Manuel Colombo Romero,AR,,10,1329,Colombo,,2026-07-13T14:00:43+02:00,
25,2001-06-13,Junin,men,,176,253,,Santiago Rolla,AR,,180,239,Rolla,drive,2026-07-13T14:00:22+02:00,
24,2002-05-10,,men,,,755,,Santiago Sebastian Strazzabopo Nieves,AR,,82,403,Strazzabopo,,2026-07-13T14:00:26+02:00,
16,2010-05-09,,men,,,1956,,Santino Contreras,AR,,232,210,Contreras,,2026-07-13T14:00:22+02:00,
26,2000-01-01,Córdoba,men,,170,2022,,Santino Cordoba Torres,AR,,35,649,Cordoba,,2026-07-13T14:00:32+02:00,
23,2002-07-21,San Luis,men,,,1436,,Santino Giuliani Lombardo,IT,,245,204,Giuliani,,2026-07-13T14:00:22+02:00,
21,2005-05-31,Puerto Madryn,men,,183,1592,,Santino Nicocia,IT,,70,436,Nicocia,,2026-07-13T14:00:27+02:00,
42,1984-06-15,San Luis,men,right,177,96,,Sanyo Gutierrez,AR,https://storage.googleapis.com/fantasypadeltour/player-api/sanyo-gutierrez.webp,2094,30,Gutierrez,drive,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/4/sanyo-gutierrez
32,1994-05-12,,men,,,288,,Saska Huttunen,FI,,8,1474,Huttunen,,2026-07-13T14:00:46+02:00,
28,1997-12-07,,men,,,340,,Sattam Alshahrani,SA,,25,800,Alshahrani,,2026-07-13T14:00:36+02:00,
20,2006-05-15,,men,,,2417,,Saul Duran Heras,ES,,19,934,Duran,,2026-07-13T14:00:38+02:00,
27,1998-08-07,,men,,,2262,,Saul Verdugo,ES,,11,1253,Verdugo,,2026-07-15T20:00:23+02:00,
27,1999-03-01,,men,,,2267,,Sean Zachary Lo Escoto,HK,,42,568,Zachary,,2026-07-15T20:00:59+02:00,
22,2003-09-03,,men,,,956,,Sebastian Domínguez Remis,MX,,8,1474,Domínguez,,2026-07-13T14:00:46+02:00,
30,1996-01-24,Gran Santiago,men,,,349,,Sebastian Muñoz Campos,CL,,34,670,Muñoz,,2026-07-13T14:00:32+02:00,
,,,men,,,2387,,Sebastian Nerone,AR,,,,Nerone,,2026-07-09T16:00:08+02:00,
27,1999-05-25,,men,,,2430,,Selahattin Yazar,TR,,32,691,Yazar,,2026-07-15T04:00:21+02:00,
28,1998-07-02,Granollers,men,,184,1260,,Sergi Guimet Bigas,ES,,180,239,Guimet,backhand,2026-07-13T14:00:22+02:00,
34,1991-09-12,Barcelona,men,,187,2283,,Sergi Nogueras Lorenz,ES,https://storage.googleapis.com/fantasypadeltour/player-api/sergi-nogueras-lorenz.webp,21,889,Nogueras,drive,2026-07-13T14:00:37+02:00,
36,1990-05-26,Guadalajara,men,right,178,259,,Sergio Alba,ES,https://storage.googleapis.com/fantasypadeltour/player-api/sergio-alba.webp,32,691,Alba,backhand,2026-07-13T14:00:33+02:00,https://fantasypadeltour.com/rankings/58/sergio-alba
22,2004-05-02,Murcia,men,,188,191,,Sergio Arias Aznar,ES,,360,159,Arias,backhand,2026-07-13T14:00:21+02:00,
30,1996-04-10,Madrid,men,,174,1492,,Sergio Esteban Barroso,ES,https://storage.googleapis.com/fantasypadeltour/player-api/sergio-esteban-barroso.webp,124,304,Esteban,backhand,2026-07-13T14:00:24+02:00,
20,2006-02-07,,men,,,851,,Sergio Garcia Rodriguez,ES,,0,3241,Garcia,,2026-07-13T14:01:01+02:00,
36,1989-10-04,Valencia,men,,178,264,,Sergio Icardo,AE,https://storage.googleapis.com/fantasypadeltour/player-api/sergio-icardo.webp,235,207,Icardo,drive,2026-07-13T14:00:22+02:00,
38,1988-04-17,,men,,,4,,Sergio Jimenez Amozurrutia,MX,,33,681,Jimenez,,2026-07-13T14:00:33+02:00,
19,2007-06-15,Segovia,men,,174,1263,,Sergio Tierno Herrero,ES,,273,193,Tierno,drive,2026-07-13T14:00:21+02:00,
31,1995-05-12,,men,,,1976,,Sergis Kyratzis,CY,,15,1052,Kyratzis,,2026-07-13T14:00:40+02:00,
,,,men,,,2537,,Shang Jie,CN,,5,1880,Jie,,2026-07-13T14:00:49+02:00,
24,2002-02-02,,men,,,1482,,Shashank Narde,IN,,23,845,Narde,,2026-07-13T14:00:36+02:00,
38,1987-11-22,,men,,,2372,,Shengkai Yang,CN,,32,691,Yang,,2026-07-13T14:00:33+02:00,
27,1998-08-12,,men,,,1627,,Sherif Mohamed Makhlouf,EG,,30,719,Mohamed,,2026-07-13T14:00:34+02:00,
26,2000-05-29,Nairobi,men,,,2269,,Shivam Pattni,KE,,8,1474,Pattni,,2026-07-15T20:01:13+02:00,
31,1994-11-12,,men,,,1503,,Shungo Kusakabe,JP,,64,463,Kusakabe,,2026-07-13T14:00:28+02:00,
36,1990-06-22,,men,,,1776,,Sidharth Nandal,IN,,11,1253,Nandal,,2026-07-13T14:00:43+02:00,
30,1996-06-23,,men,,,2125,,Silviu Mircea Popescu,RO,,8,1474,Mircea,,2026-07-13T14:00:46+02:00,
28,1998-01-28,,men,,,53,,Simon Charaf Jones,MX,,5,1880,Charaf,,2026-07-13T14:00:51+02:00,
,,,men,,,2561,,Simon Dvorak,CZ,,,,Dvorak,,2026-07-15T21:15:10+02:00,
38,1987-09-14,Codogno,men,,181,139,,Simone Cremona,IT,https://storage.googleapis.com/fantasypadeltour/player-api/simone-cremona.webp,430,135,Cremona,drive,2026-07-13T14:00:20+02:00,
24,2002-02-11,Roma,men,,183,193,,Simone Iacovino,IT,,362,157,Iacovino,backhand,2026-07-13T14:00:20+02:00,
24,2002-07-01,Bologna,men,,192,1444,,Simone Vaccari,IT,,143,274,Vaccari,backhand,2026-07-13T14:00:23+02:00,
20,2005-10-02,,men,,,1959,,Simon Pirovani,AR,,40,588,Pirovani,,2026-07-13T14:00:30+02:00,
33,1992-12-21,Angelholm,men,,175,140,,Simon Vasquez,SE,https://storage.googleapis.com/fantasypadeltour/player-api/simon-vasquez.webp,314,175,Vasquez,drive,2026-07-13T14:00:21+02:00,
22,2003-08-02,,men,,,175,,Simon Wagner,FR,,6,1738,Wagner,,2026-07-13T14:00:47+02:00,
25,2000-10-31,,men,,,2185,,Simon Yitbarek,SE,,42,568,Yitbarek,,2026-07-13T14:00:30+02:00,
40,1986-05-16,Semarang,men,,174,1480,,Singgih Ario Suselo,ZZ,,98,357,Ario,drive,2026-07-13T14:00:25+02:00,
31,1995-02-20,,men,,,1401,,Skirmantas Macinskas,LT,,68,443,Macinskas,,2026-07-13T14:00:27+02:00,
17,2008-11-04,Floridia,men,,,1451,,Stefano Indomenico,IT,,85,388,Indomenico,,2026-07-13T14:00:26+02:00,
29,1997-02-24,,men,,,1855,,Stefano Tricarico,IT,,13,1148,Tricarico,,2026-07-13T14:00:41+02:00,
26,2000-06-28,,men,,,1875,,Stefano Wirawan,GH,,63,465,Wirawan,,2026-07-13T14:00:28+02:00,
27,1999-04-16,Zoetermeer,men,,186,124,,Sten Richters,NL,,468,120,Richters,backhand,2026-07-13T14:00:20+02:00,
27,1998-11-24,,men,,,1796,,Stephen Djayadinata,GH,,3,2310,Djayadinata,,2026-07-13T14:00:54+02:00,
27,1998-11-19,,men,,,2173,,Steven Zahui,GB,,6,1738,Zahui,,2026-07-13T14:00:48+02:00,
19,2007-01-05,,men,,,2331,,Suleman Abrar,PK,,3,2310,Abrar,,2026-07-13T14:00:54+02:00,
37,1989-05-26,Mumbai,men,,180,1798,,Swapneil Akut,IN,,5,1880,Akut,,2026-07-13T14:00:50+02:00,
23,2002-12-29,,men,,,1871,,Tade Jensen,DE,,40,588,Jensen,,2026-07-13T14:00:30+02:00,
19,2007-03-06,,men,,,1866,,Taiga Sherr-Oshima,JP,,52,512,Sherr-Oshima,,2026-07-13T14:00:29+02:00,
33,1992-09-10,,men,,,1680,,Tamer Fakhry,ZZ,,13,1148,Fakhry,,2026-07-13T14:00:42+02:00,
,,,men,,,2528,,Tamrin Bayazid Sinardi,ID,,,,Bayazid,,2026-07-09T04:00:02+02:00,
40,1985-07-25,Jakarta,men,,,2375,,Tamrin Bayazid Sinardi Tamrin,ID,,13,1148,Bayazid,,2026-07-13T14:00:42+02:00,
31,1995-04-10,Mérida,men,right,178,164,,Teodoro Zapata,ES,https://storage.googleapis.com/fantasypadeltour/player-api/teodoro-zapata.webp,835,83,Zapata,backhand,2026-07-13T14:00:19+02:00,https://fantasypadeltour.com/rankings/54/teodoro-zapata
20,2006-01-24,Olavarría,men,right,183,136,,Teo Gamondi,IT,,21,889,Gamondi,backhand,2026-07-13T14:00:37+02:00,https://fantasypadeltour.com/rankings/135/teo-gamondi
26,2000-07-05,,men,,,1881,,Theau Miklarz Ribeiro,FR,,21,889,Miklarz,,2026-07-13T14:00:37+02:00,
21,2004-12-21,,men,,,1424,,Theo Bernardo Dos Santos,BR,,30,719,Bernardo,,2026-07-13T14:00:34+02:00,
22,2004-04-24,,men,,,1489,,Theodore Garton,GB,,120,308,Garton,,2026-07-13T14:00:24+02:00,
28,1998-01-25,,men,,,824,,Theo Suzanna,FR,,71,430,Suzanna,,2026-07-13T14:00:27+02:00,
17,2009-01-27,,men,,,2106,,Thiago Henrique Gasparin Santos,BR,,27,765,Henrique,,2026-07-13T14:00:35+02:00,
23,2003-04-29,,men,,,1587,,Thiago Mayerna,AR,,42,568,Mayerna,,2026-07-13T14:00:30+02:00,
21,2005-06-05,,men,,,1427,,Thiago Pinto,AR,,85,388,Pinto,,2026-07-13T14:00:26+02:00,
28,1997-08-23,,men,,,1360,,Thibault De Galbert,FR,,14,1100,De Galbert,,2026-07-13T14:00:41+02:00,
21,2005-03-07,Maarn,men,,,11,,Thijs Roper,NL,,347,164,Roper,backhand,2026-07-13T14:00:21+02:00,
19,2007-05-10,,men,,,1876,,Thomas Basso,FR,,87,382,Basso,,2026-07-13T14:00:26+02:00,
24,2001-12-04,Aix-en-provence,men,right,188,207,,Thomas Leygue,FR,https://storage.googleapis.com/fantasypadeltour/player-api/thomas-leygue.webp,290,182,Leygue,drive,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/143/thomas-leygue
19,2007-01-11,Delft,men,,185,1357,,Thomas Panken,NL,,131,291,Panken,drive,2026-07-13T14:00:24+02:00,
28,1997-09-29,,men,,,1337,,Thomas Seux,FR,,101,353,Seux,backhand,2026-07-13T14:00:25+02:00,
29,1996-12-08,Maubeuge,men,,187,174,,Thomas Vanbauce,FR,https://storage.googleapis.com/fantasypadeltour/player-api/thomas-vanbauce.webp,188,232,Vanbauce,backhand,2026-07-13T14:00:22+02:00,
31,1995-04-27,,men,,,1682,,Thomas Zumelzu,FR,,9,1406,Zumelzu,,2026-07-13T14:00:44+02:00,
29,1996-10-11,,men,,,860,,Tiago Fernandes,PT,,7,1680,Fernandes,,2026-07-13T14:00:47+02:00,
20,2006-04-28,,men,,,837,,Tiago Marques Pereira,PT,,0,3241,Marques,,2026-07-13T14:01:01+02:00,
28,1998-04-12,,men,,,1919,,Tiago Valério,PT,,65,460,Valério,,2026-07-13T14:00:27+02:00,
22,2003-12-22,,men,,,2507,,Tibo De Vylder,BE,,15,1052,De Vylder,,2026-07-13T14:00:40+02:00,
19,2007-03-18,Antibes,men,,178,474,,Timeo Fonteny,FR,,389,147,Fonteny,backhand,2026-07-13T14:00:20+02:00,
40,1986-02-12,,men,,,1334,,Tim Lanyon,AU,,11,1253,Lanyon,,2026-07-13T14:00:43+02:00,
35,1990-11-05,,men,,,1504,,Timothy Brown,AU,,10,1329,Brown,,2026-07-13T14:00:43+02:00,
36,1990-03-09,,men,,,1479,,Timothy Stalgis,AR,,8,1474,Stalgis,,2026-07-13T14:00:45+02:00,
24,2001-08-07,,men,,,1675,,Tinde Malick Souleyman,ZZ,,16,1008,Malick,,2026-07-13T14:00:40+02:00,
20,2005-08-09,Villa Mercedes,men,right,184,93,,Tino Libaak,AR,https://storage.googleapis.com/fantasypadeltour/player-api/tino-libaak.webp,1608,40,Libaak,drive,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/114/tino-libaak
,,,men,,,2551,,Tobias Rauch,DE,,6,1738,Rauch,,2026-07-13T14:00:48+02:00,
28,1997-12-23,Buenos Aires,men,right,180,17,,Tolito Aguirre,AR,https://storage.googleapis.com/fantasypadeltour/player-api/tolito-aguirre.webp,2164,29,Aguirre,drive,2026-07-13T14:00:17+02:00,https://fantasypadeltour.com/rankings/147/tolito-aguirre
16,2010-01-14,,men,,,1750,,Tomas Alonso Guzman Fuente,CL,,6,1738,Alonso,,2026-07-13T14:00:48+02:00,
19,2006-12-21,,men,,,2040,,Tomas Diaz Dominguez,ES,,15,1052,Diaz,,2026-07-13T14:00:40+02:00,
23,2002-09-06,Villa Mercedes,men,,180,384,,Tomas Luco,AR,,14,1100,Luco,backhand,2026-07-13T14:00:41+02:00,
26,1999-11-21,Concepcion,men,,176,1753,,Tomas Posse,AR,,36,632,Posse,,2026-07-13T14:00:31+02:00,
28,1998-06-13,,men,,,1851,,Tomas Tell,AR,,7,1680,Tell,,2026-07-13T14:00:47+02:00,
34,1992-02-12,,men,,,2171,,Tom Farquharson,GB,,19,934,Farquharson,,2026-07-13T14:00:38+02:00,
19,2006-09-06,,men,,,1848,,Tommaso Forneris,IT,,36,632,Forneris,,2026-07-13T14:00:31+02:00,
27,1999-01-28,,men,,,2301,,Tom Taieb,FR,,5,1880,Taieb,,2026-07-13T14:00:51+02:00,
35,1990-08-23,Barcelona,men,right,178,203,,Toni Bueno,ES,https://storage.googleapis.com/fantasypadeltour/player-api/toni-bueno.webp,138,283,Bueno,drive,2026-07-13T14:00:23+02:00,https://fantasypadeltour.com/rankings/49/toni-bueno
29,1996-11-05,,men,,,1485,,Tristan Dougan,AU,,21,889,Dougan,,2026-07-13T14:00:37+02:00,
22,2004-04-13,,men,,,825,,Tristan Piombo,FR,,98,357,Piombo,,2026-07-13T14:00:25+02:00,
19,2006-09-16,Tilburg,men,,181,2502,,Tygho Schoonus,NL,,41,581,Schoonus,drive,2026-07-13T14:00:30+02:00,
23,2002-09-25,estado de mexico,men,,180,54,,Ulises Martinez Avila,MX,,34,670,Martinez,,2026-07-13T14:00:32+02:00,
32,1994-05-13,,men,,,1856,,Umberto Prezioso,IT,,13,1148,Prezioso,,2026-07-13T14:00:41+02:00,
16,2010-03-03,,men,,,2497,,Unax Arranz Maestre,ES,,17,983,Arranz,,2026-07-13T14:00:39+02:00,
,,,men,,,2415,,Uri Botello Cohen,ES,,,,Botello,,2026-07-09T16:03:12+02:00,
34,1991-07-26,,men,,,2278,,Uri Domingo Le Monnier,ES,,6,1738,Domingo,,2026-07-13T14:00:48+02:00,
17,2009-04-02,,men,,,2026,,Valentin Cilli,AR,,47,538,Cilli,,2026-07-13T14:00:29+02:00,
36,1989-10-28,,men,,,1467,,Valentin Durand,FR,,29,735,Durand,,2026-07-13T14:00:34+02:00,
24,2002-04-18,San Luis,men,,168,2273,,Valentino Acosta Kremnitzer,AR,,37,623,Acosta,drive,2026-07-15T20:01:36+02:00,
21,2004-09-24,Mar del Plata,men,,180,1433,,Valentin San Juan,AR,,8,1474,San Juan,drive,2026-07-13T14:00:45+02:00,
29,1997-02-14,,men,,,1496,,Valentinus Wibawa,ZZ,,39,602,Wibawa,,2026-07-13T14:00:31+02:00,
20,2006-07-04,,men,,,855,,Vasco Estevens Barbosa,PT,,27,765,Estevens,,2026-07-13T14:00:35+02:00,
32,1994-04-01,,men,,,841,,Vasco Mensurado,PT,,38,612,Mensurado,,2026-07-13T14:00:31+02:00,
37,1988-11-21,Lisbon,men,,182,7,,Vasco Pascoal,PT,,178,242,Pascoal,backhand,2026-07-13T14:00:22+02:00,
25,2001-06-28,Athens,men,,172,1735,,Vasileios Sioulis,GR,,117,321,Sioulis,,2026-07-13T14:00:24+02:00,
26,1999-12-27,,men,,,2299,,Vial Romain,FR,,8,1474,Romain,,2026-07-13T14:00:46+02:00,
25,2000-08-26,,men,,,1355,,Victor Choppe,FR,,14,1100,Choppe,,2026-07-13T14:00:41+02:00,
19,2007-04-09,,men,,,1403,,Victor Forsberg,SE,,68,443,Forsberg,,2026-07-13T14:00:27+02:00,
18,2008-04-19,Casca,men,,,1426,,Victor Hugo Alban Scheibler,BR,,5,1880,Scheibler,,2026-07-13T14:00:49+02:00,
25,2000-10-10,,men,,,1650,,Victor Lethuilier,FR,,27,765,Lethuilier,,2026-07-13T14:00:35+02:00,
27,1999-06-24,Madrid,men,right,194,267,,Victor Mena,ES,https://storage.googleapis.com/fantasypadeltour/player-api/victor-mena.webp,707,96,Mena,backhand,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/79/victor-mena
19,2007-04-17,Valladolid,men,,164,58,,Victor Ortega Garcia,ES,https://storage.googleapis.com/fantasypadeltour/player-api/victor-ortega-garcia.webp,143,274,Ortega,drive,2026-07-13T14:00:23+02:00,
,,,men,,,2503,,Victor Rodriguez,ES,,,,Rodriguez,,2026-07-08T04:00:36+02:00,
20,2006-03-12,,men,,,1905,,Victor Rodriguez Gauthier,ES,,31,709,Rodriguez,,2026-07-13T14:00:34+02:00,
37,1989-07-09,Cartagena,men,right,179,68,,Victor Ruiz,ES,https://storage.googleapis.com/fantasypadeltour/player-api/victor-ruiz.webp,1581,41,Ruiz,backhand,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/35/victor-ruiz
22,2004-02-21,Ibiza,men,,177,117,,Victor Tur Checa,ES,https://storage.googleapis.com/fantasypadeltour/player-api/victor-tur-checa.webp,334,169,Tur Checa,backhand,2026-07-14T08:05:02+02:00,
25,2001-04-02,,men,,,1502,,Viktor Nyström,SE,,32,691,Nyström,,2026-07-13T14:00:33+02:00,
35,1991-01-16,,men,,,1785,,Vinayak Shrivastav,IN,,40,588,Shrivastav,,2026-07-13T14:00:30+02:00,
19,2006-12-23,New York,men,,188,52,,Vinny Nahuel Di Francesco,US,https://storage.googleapis.com/fantasypadeltour/player-api/vinny-nahuel-di-francesco.webp,186,234,Di Francesco,backhand,2026-07-13T14:00:22+02:00,
33,1993-06-18,,men,,,2119,,Vitalie Sciuca,MD,,28,750,Sciuca,,2026-07-13T14:00:35+02:00,
20,2005-08-11,,men,,,2016,,Vladimir Bazilevskiy,IL,,5,1880,Bazilevskiy,,2026-07-13T14:00:51+02:00,
30,1995-08-26,,men,,,1335,,Vuk Velickovic,AU,,38,612,Velickovic,,2026-07-13T14:00:31+02:00,
33,1993-02-03,,men,,,1642,,Wael El Amine,ZZ,,9,1406,El Amine,,2026-07-13T14:00:44+02:00,
30,1996-02-08,,men,,,1648,,Wael Ezzedine,SN,,13,1148,Ezzedine,,2026-07-13T14:00:41+02:00,
26,1999-10-04,,men,,,1639,,Wael Franzen Bourgi,SN,,26,787,Franzen,,2026-07-13T14:00:35+02:00,
19,2007-01-12,Alexandria,men,,,1390,,Wagdy Raslan,EG,,186,234,Raslan,drive,2026-07-13T14:00:22+02:00,
31,1995-07-15,,men,,,1643,,Wassim Fawaz,SN,,6,1738,Fawaz,,2026-07-13T14:00:48+02:00,
